aoi_ratio
0.0
0.0
0.0
0.0
0.3225806451612903
0.1935483870967742
0.0
0.0
0.0
0.7096774193548387
0.9032258064516129
1.0
0.6129032258064516
0.0
0.0
0.7096774193548387
0.6451612903225806
0.0
0.0
0.0
0.0
0.0
0.9032258064516129
0.8709677419354839
0.8064516129032258
0.8387096774193549
0.8387096774193549
0.7
